CCCCOC(=O)C=C,219
C=CC(=O)OCC(C)C#N,324
C=CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,243
C=CC(=O)Oc2ccc1ccccc1c2,358
C=CC(=O)OCC(F)(F)C(F)(F)F,247
C=CC(=O)OCCOCC,223
COC(=O)C=C,283
C=Cc1ccc(C(=O)OCC)cc1,367
C=Cc1ccccc1C(=O)OCC(C)(C)C,341
C=Cc1ccccc1OC,348
C=CC(=O)Oc1ccc(cc1)Cl,331
C=CC(=O)OCCCCCCC#N,358
C=CC(=O)Oc1ccc(C(=O)OC)cc1,340
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,238
COC(=O)C=C,283
C=CC(=O)OCCCCC,216
C=Cc1ccc(C(=O)CCCCC)cc1,339
C=Cc1ccc(C(=O)CCCC)cc1,343
C=Cc1ccccc1Cl,395
BrC=C,373
OC(=O)CCCCC(=O)O.OCCO,230
OC(=O)c1ccc(cc1)C(=O)O.Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O,472
NCCCCCCN.ClC(=O)c1ccc(cc1)C(=O)Cl,412
O=C1CCCCCCCN1,324
C=Cc1ccc(C(=O)OCCCC)cc1,349
CCOCOC(=O)C(=C)C,223
C=CC(=O)Oc2ccc1ccccc1c2,358
